time(h:m:s),TotalReceivedCount,RSSI
01:54:47,0,-999
01:54:48,0,-999
01:54:48,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:49,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:50,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:51,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
01:54:52,0,-999
